ia,Field1,id,country,ccode,year,region,protest,protestnum,startday,startmonth,startyear,endday,endmonth,endyear,protesterv,location,participan,protesteri,protesterd,proteste_1,proteste_2,proteste_3,staterespo,stateres_1,stateres_2,stateres_3,stateres_4,stateres_5,stateres_6,sources,notes,particip_1,FID_,FID_1,AD,LOCATION_1,FREQ,COUNTRY_1,MULT,LAT,LON,TYPE,GridIDs
97,159,4342013001,Benin,434,2013,7,1,1,17,7,2013,17,7,2013,0,Cotonou,100s,protesters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,212,97,100,Cotonou,18,Benin,NA,6.36536,2.41833,City,643
98,160,4342013002,Benin,434,2013,7,1,2,24,7,2013,24,7,2013,0,Cotonou,100s,protesters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,212,97,100,Cotonou,18,Benin,NA,6.36536,2.41833,City,643
99,161,4342013003,Benin,434,2013,7,1,3,31,7,2013,31,7,2013,0,Cotonou,100s,protesters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,212,97,100,Cotonou,18,Benin,NA,6.36536,2.41833,City,643
100,162,4342013004,Benin,434,2013,7,1,4,7,8,2013,7,8,2013,0,Cotonou,100s,protesters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,212,97,100,Cotonou,18,Benin,NA,6.36536,2.41833,City,643
101,163,4342013005,Benin,434,2013,7,1,5,14,8,2013,14,8,2013,0,Cotonou,100s,protesters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,212,97,100,Cotonou,18,Benin,NA,6.36536,2.41833,City,643
102,164,4351999001,Mauritania,435,1999,7,1,1,28,10,1999,28,10,1999,0,Nouakchott,50+,university students,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
103,165,4351999002,Mauritania,435,1999,7,1,2,2,11,1999,2,11,1999,1,Nouakchott,100s,students,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
104,166,4351999003,Mauritania,435,1999,7,1,3,17,11,1999,17,11,1999,1,Nouakchott,100s,students,4,NA,NA,8,3,2,4,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
105,167,4352000001,Mauritania,435,2000,7,1,1,27,4,2000,27,4,2000,0,Nouakchott,100+,opposition activists,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
106,168,4352000002,Mauritania,435,2000,7,1,2,1,5,2000,1,5,2000,0,Nouakchott,50+,workers,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
107,169,4352000003,Mauritania,435,2000,7,1,3,6,10,2000,6,10,2000,0,Nouakchott,50+,protesters,4,NA,NA,8,2,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
108,170,4352000004,Mauritania,435,2000,7,1,4,27,10,2000,27,10,2000,0,Nouakchott,50+,protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
109,171,4352000005,Mauritania,435,2000,7,1,5,1,11,2000,1,11,2000,1,Nouakchott,100s,students,4,NA,NA,8,4,7,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
110,172,4352001001,Mauritania,435,2001,7,1,1,13,12,2001,13,12,2001,0,Nouakchott,100s,opposition party,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
111,173,4352002001,Mauritania,435,2002,7,1,1,3,4,2002,3,4,2002,0,Nouakchott,100s,protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
112,174,4352003001,Mauritania,435,2003,7,1,1,19,3,2003,19,3,2003,0,Nouakchott,50+,protesters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
113,175,4352003002,Mauritania,435,2003,7,1,2,5,4,2003,5,4,2003,0,Nouakchott,4000,protesters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
114,176,4352003003,Mauritania,435,2003,7,1,3,27,10,2003,31,10,2003,0,Nouakchott,128,imprisoned army officers,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
115,177,4352003004,Mauritania,435,2003,7,1,4,5,11,2003,5,11,2003,0,Nouakchott,100s,protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
116,178,4352004001,Mauritania,435,2004,7,1,1,19,4,2004,19,4,2004,0,Nouakchott,5000,protesters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,5000-10000,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
117,179,4352004002,Mauritania,435,2004,7,1,2,10,11,2004,10,11,2004,0,Nouakchott,100s,protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
118,180,4352004003,Mauritania,435,2004,7,1,3,18,11,2004,18,11,2004,0,Nouakchott,200,female protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
119,181,4352004004,Mauritania,435,2004,7,1,4,20,11,2004,20,11,2004,0,Nouakchott,170,prisoners,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
120,182,4352004005,Mauritania,435,2004,7,1,5,22,11,2004,22,11,2004,0,Nouakchott,100,lawyers,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
121,183,4352005001,Mauritania,435,2005,7,1,1,21,3,2005,21,3,2005,0,Nouakchott,200,families of alleged coup-plotters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
122,184,4352005002,Mauritania,435,2005,7,1,2,28,3,2005,28,3,2005,0,Nouakchott,100,protesters,1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
123,185,4352005003,Mauritania,435,2005,7,1,3,30,5,2005,30,5,2005,0,Nouakchott,300,students,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
124,186,4352005004,Mauritania,435,2005,7,1,4,4,6,2005,4,6,2005,0,Nouakchott,50+,imprisoned islamic leaders,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
125,187,4352005005,Mauritania,435,2005,7,1,5,30,6,2005,30,6,2005,0,Nouakchott,100s,professors,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
126,189,4352007001,Mauritania,435,2007,7,1,1,7,11,2007,9,11,2007,1,National,400,protesters,5,NA,NA,8,4,7,1,NA,NA,NA,NA,2.9E+11,3E+11,100-999,2,342,345,National,30,South Africa,1,-32.33137,22.50029,Admin,90 91 92 93 94 124 125 126 127 128 129 130 159 160 161 162 163 164 165 166 195 196 197 198 199 200 201 230 231 233 234 235 269 270
127,190,4352007002,Mauritania,435,2007,7,1,2,12,11,2007,12,11,2007,1,Zouerate,50+,students and protesters,5,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,273,468,471,Zouerate,1,Mauritania,NA,22.71873,-12.45205,City,883
128,191,4352008001,Mauritania,435,2008,7,1,1,7,8,2008,7,8,2008,0,Nouakchott,1000,protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
129,192,4352008002,Mauritania,435,2008,7,1,2,8,8,2008,8,8,2008,0,Nouakchott,100s,protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,NA,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
130,193,4352008003,Mauritania,435,2008,7,1,3,20,8,2008,20,8,2008,0,Nouakchott,1000s,National Front for the Defence of Democracy,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
131,194,4352008004,Mauritania,435,2008,7,1,4,21,8,2008,21,8,2008,0,Nouakchott,100s,protesters,4,NA,NA,8,2,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
132,195,4352008005,Mauritania,435,2008,7,1,5,5,10,2008,5,10,2008,0,Nouakchott,50+,National Front for the Defence of Democracy (FNDD),4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
133,196,4352008006,Mauritania,435,2008,7,1,6,7,10,2008,7,10,2008,1,Nouakchott,50+,protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
134,197,4352008007,Mauritania,435,2008,7,1,7,15,10,2008,15,10,2008,0,Nouakchott,200,pro-democracy activists,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
135,198,4352008008,Mauritania,435,2008,7,1,8,26,10,2008,26,10,2008,0,Nouakchott,50+,National Front for Defense and Democracy,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
136,199,4352009001,Mauritania,435,2009,7,1,1,6,1,2009,6,1,2009,0,Nouakchott,1000+,political parties including an alliance opposed to the coup,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
137,200,4352009002,Mauritania,435,2009,7,1,2,6,1,2009,6,1,2009,0,Nouakchott,1000+,deputies and members of the new government,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
138,201,4352009003,Mauritania,435,2009,7,1,3,9,1,2009,9,1,2009,1,Nouakchott,10000s,protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
139,202,4352009004,Mauritania,435,2009,7,1,4,2,4,2009,2,4,2009,0,Nouakchott,200,protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
140,203,4352009005,Mauritania,435,2009,7,1,5,19,4,2009,19,4,2009,0,Nouakchott,60,women,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
141,204,4352009006,Mauritania,435,2009,7,1,6,29,4,2009,29,4,2009,0,Nouakchott,50+,protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
142,205,4352009007,Mauritania,435,2009,7,1,7,3,5,2009,3,5,2009,0,Nouakchott,50+,opposition groups,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
143,206,4352009008,Mauritania,435,2009,7,1,8,18,5,2009,18,5,2009,0,Nouakchott,1000s,National Front for the Defence of the Democracy (FNDD) and the Rally for Democratic Forces (RFD),4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
144,207,4352009009,Mauritania,435,2009,7,1,9,25,5,2009,25,5,2009,0,Nouakchott,100s,protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
145,208,4352009010,Mauritania,435,2009,7,1,10,28,5,2009,28,5,2009,1,Nouakchott,100s,protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
146,209,4352009011,Mauritania,435,2009,7,1,11,28,12,2009,28,12,2009,0,Nouakchott,50+,journalists,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
147,210,4352010001,Mauritania,435,2010,7,1,1,15,4,2010,15,4,2010,1,Nouakchott,50+,students,4,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
148,211,4352011001,Mauritania,435,2011,7,1,1,25,4,2011,25,4,2011,0,Nouakchott,100s,protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
149,212,4352012001,Mauritania,435,2012,7,1,1,22,2,2012,22,2,2012,1,Nouakchott,50+,students,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
150,213,4352012002,Mauritania,435,2012,7,1,2,8,3,2012,8,3,2012,0,Nouakchott,100s,women,5,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
151,214,4352012003,Mauritania,435,2012,7,1,3,18,4,2012,18,4,2012,0,Nouakchott,50+,protesters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
152,215,4352012004,Mauritania,435,2012,7,1,4,22,4,2012,22,4,2012,0,Nouakchott,1000s,protesters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
153,216,4352012005,Mauritania,435,2012,7,1,5,2,5,2012,2,5,2012,0,Nouakchott,50+,protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
154,217,4352012006,Mauritania,435,2012,7,1,6,9,5,2012,9,5,2012,0,Nouakchott,1000s,opposition activists,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
155,218,4352012007,Mauritania,435,2012,7,1,7,16,5,2012,16,5,2012,1,Nouakchott,100s,youths,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
156,219,4352012008,Mauritania,435,2012,7,1,8,18,5,2012,18,5,2012,0,Nouakchott,50+,protesters,4,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
157,220,4352012009,Mauritania,435,2012,7,1,9,18,7,2012,18,7,2012,0,Nouakchott,1000s,Coordination of Democratic Opposition (COD),4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
158,221,4352012010,Mauritania,435,2012,7,1,10,21,11,2012,21,11,2012,0,Nouakchott,1000s,Coordination of Democratic Opposition (COD),4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
159,222,4352012011,Mauritania,435,2012,7,1,11,28,11,2012,28,11,2012,0,Nouakchott,50+,Don?ó»t touch my Nationality movement,4,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
160,223,4352012012,Mauritania,435,2012,7,1,12,17,12,2012,17,12,2012,0,Nouakchott,50+,opposition Rally of Democratic Forces,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
161,224,4352013001,Mauritania,435,2013,7,1,1,3,4,2013,3,4,2013,0,Nouakchott,100s,protesters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
162,225,4352013002,Mauritania,435,2013,7,1,2,5,11,2013,5,11,2013,0,Nouakchott,100s,Coordination of Democratic Opposition (COD),4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
163,226,4352013003,Mauritania,435,2013,7,1,3,6,11,2013,6,11,2013,0,Nouakchott,1000s,Coordination of Democratic Opposition (COD),4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
164,227,4352013004,Mauritania,435,2013,7,1,4,18,11,2013,18,11,2013,0,Nouakchott,100s,Coordination of Democratic Opposition (COD),4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,268,360,363,Nouakchott,61,Mauritania,NA,18.08581,-15.9785,City,811
165,228,4361999001,Niger,436,1999,7,1,1,18,5,1999,19,5,1999,1,Niamey,100+,students,1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
166,229,4361999002,Niger,436,1999,7,1,2,30,8,1999,30,8,1999,1,Niamey,100s,prisoners,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
167,230,4361999003,Niger,436,1999,7,1,3,18,11,1999,18,11,1999,0,Niamey,100s,University of Niamey students,1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
168,231,4361999004,Niger,436,1999,7,1,4,31,12,1999,31,12,1999,0,Niamey,50+,supporters of late president Mainassara,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
169,232,4362000001,Niger,436,2000,7,1,1,24,5,2000,24,5,2000,1,Niamey,100s,students,1,NA,NA,8,4,1,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
170,233,4362000002,Niger,436,2000,7,1,2,17,8,2000,17,8,2000,0,Niamey,100s,disabled people,4,7,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
171,234,4362000003,Niger,436,2000,7,1,3,1,11,2000,1,11,2000,0,Niamey,1000s,National Union of Niger Teachers (SNEN),1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
172,235,4362000004,Niger,436,2000,7,1,4,6,11,2000,6,11,2000,0,Niamey,1000,National Union of Niger Teachers (SNEN),1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
173,236,4362000005,Niger,436,2000,7,1,5,19,11,2000,19,11,2000,0,Niamey,1000+,Coordination of Democratic Forces (CFD),4,7,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
174,237,4362001001,Niger,436,2001,7,1,1,25,1,2001,25,1,2001,0,Niamey,100s,SUSAS members,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
175,238,4362001002,Niger,436,2001,7,1,2,6,2,2001,6,2,2001,1,"Niamey, Maradi",100s,students,1,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,424,351,354,"Niamey, Maradi",1,Niger,1,0,0,NA,748 750
176,239,4362001003,Niger,436,2001,7,1,3,12,2,2001,12,2,2001,0,Niamey,100s,students,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
177,240,4362001004,Niger,436,2001,7,1,4,21,2,2001,21,2,2001,1,Niamey,100s,students,1,4,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
178,241,4362001005,Niger,436,2001,7,1,5,22,2,2001,22,2,2001,1,Niamey,100s,students,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
179,242,4362001006,Niger,436,2001,7,1,6,17,3,2001,17,3,2001,0,Niamey,1000s,students,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
180,243,4362001007,Niger,436,2001,7,1,7,8,4,2001,8,4,2001,0,Niamey,1000s,protesters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
181,244,4362001008,Niger,436,2001,7,1,8,12,4,2001,12,4,2001,0,Niamey,5000,"students, unionists, rights activists",4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,5000-10000,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
182,245,4362001009,Niger,436,2001,7,1,9,13,5,2001,13,5,2001,0,Niamey,1000,Coordination of Democratic Forces (CFD),4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
183,246,4362001010,Niger,436,2001,7,1,10,21,6,2001,21,6,2001,1,Niamey,3000,students,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
184,247,4362001011,Niger,436,2001,7,1,11,8,7,2001,8,7,2001,0,Niamey,1000s,sultan supporters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
185,248,4362001012,Niger,436,2001,7,1,12,30,8,2001,30,8,2001,1,Niamey,100s,students,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
186,249,4362002001,Niger,436,2002,7,1,1,16,1,2002,16,1,2002,1,Niamey,100s,students,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
187,250,4362002002,Niger,436,2002,7,1,2,28,1,2002,28,1,2002,1,Niamey,100s,students,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
188,251,4362002003,Niger,436,2002,7,1,3,9,2,2002,9,2,2002,0,Niamey,2500,students,4,3,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
189,252,4362002004,Niger,436,2002,7,1,4,12,2,2002,12,2,2002,0,N'Guimi,50+,truck drivers,4,NA,NA,8,7,6,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,408,307,310,N'Guimi,1,Niger,NA,0,0,NA,753
190,253,4362002005,Niger,436,2002,7,1,5,8,3,2002,8,3,2002,0,Niamey,3000,women,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
191,254,4362002006,Niger,436,2002,7,1,6,12,3,2002,12,3,2002,0,Niamey,6000,students,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,5000-10000,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
192,255,4362002007,Niger,436,2002,7,1,7,20,5,2002,20,5,2002,1,Niamey,100s,students,1,4,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
193,256,4362003001,Niger,436,2003,7,1,1,8,11,2003,8,11,2003,0,Niamey,100s,protesters,1,NA,NA,8,2,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,260,349,352,Niamey,50,Niger,NA,13.51366,2.1098,City,748
